"Gene","GO"
"orf19.1793","GO:0008289"
"orf19.6705","GO:0008289"
"orf19.3050","GO:0008289"
"orf19.4416","GO:0008289"
"orf19.3030","GO:0008289"
"orf19.1974","GO:0008289"
"orf19.2443","GO:0008289"
"orf19.2901","GO:0008289"
"orf19.3370","GO:0008233"
"orf19.2026","GO:0008233"
"orf19.3026","GO:0008233"
"orf19.3111","GO:0008233"
"orf19.7367","GO:0008233"
"orf19.7605","GO:0008233"
"orf19.1516","GO:0008233"
"orf19.5561","GO:0008233"
"orf19.3124","GO:0008233"
"orf19.2335","GO:0008233"
"orf19.7196","GO:0008233"
"orf19.5260","GO:0008233"
"orf19.5584","GO:0008233"
"orf19.7020","GO:0008233"
"orf19.354","GO:0008233"
"orf19.3371","GO:0008233"
"orf19.6526","GO:0008233"
"orf19.2474","GO:0008233"
"orf19.3168","GO:0008233"
"orf19.7207","GO:0008233"
"orf19.2484","GO:0008233"
"orf19.522","GO:0008233"
"orf19.3288","GO:0008233"
"orf19.1891","GO:0008233"
"orf19.1195","GO:0008233"
"orf19.4322","GO:0008233"
"orf19.7264","GO:0008233"
"orf19.5654","GO:0008233"
"orf19.5995","GO:0008233"
"orf19.6053","GO:0008233"
"orf19.3259","GO:0008233"
"orf19.291","GO:0008233"
"orf19.6319","GO:0008233"
"orf19.1339","GO:0008233"
"orf19.7342","GO:0008233"
"orf19.2057","GO:0008233"
"orf19.299","GO:0008233"
"orf19.3827","GO:0008233"
"orf19.3356","GO:0008233"
"orf19.6295","GO:0008233"
"orf19.3825","GO:0008233"
"orf19.3591","GO:0008233"
"orf19.2686","GO:0008233"
"orf19.7258","GO:0008233"
"orf19.3815","GO:0008233"
"orf19.5773","GO:0008233"
"orf19.1767","GO:0008233"
"orf19.6991","GO:0008233"
"orf19.6063","GO:0008233"
"orf19.2233","GO:0008233"
"orf19.4755","GO:0008233"
"orf19.434","GO:0008233"
"orf19.2799","GO:0008233"
"orf19.2249","GO:0008233"
"orf19.73","GO:0008233"
"orf19.1669","GO:0008233"
"orf19.847","GO:0008233"
"orf19.7263","GO:0008233"
"orf19.7410","GO:0008233"
"orf19.4181","GO:0008233"
"orf19.6481","GO:0008233"
"orf19.2455","GO:0008233"
"orf19.539","GO:0008233"
"orf19.5731","GO:0016829"
"orf19.2092","GO:0016829"
"orf19.4040","GO:0016829"
"orf19.6045","GO:0016829"
"orf19.1153","GO:0016829"
"orf19.6105","GO:0016829"
"orf19.2947","GO:0016829"
"orf19.5156","GO:0016829"
"orf19.3846","GO:0016829"
"orf19.6385","GO:0016829"
"orf19.5837","GO:0016829"
"orf19.6058","GO:0016829"
"orf19.3926","GO:0016829"
"orf19.6032","GO:0016829"
"orf19.1288","GO:0016829"
"orf19.979","GO:0016829"
"orf19.1421","GO:0016829"
"orf19.543","GO:0016829"
"orf19.6305","GO:0016829"
"orf19.898","GO:0016829"
"orf19.6951","GO:0016829"
"orf19.7404","GO:0016829"
"orf19.1847","GO:0016829"
"orf19.1716","GO:0016829"
"orf19.372","GO:0016829"
"orf19.6780","GO:0016829"
"orf19.4704","GO:0016829"
"orf19.234","GO:0016829"
"orf19.5228","GO:0016829"
"orf19.6844","GO:0016829"
"orf19.1880","GO:0016829"
"orf19.3114","GO:0016829"
"orf19.5480","GO:0016829"
"orf19.7514","GO:0016829"
"orf19.2079","GO:0016829"
"orf19.395","GO:0016829"
"orf19.1986","GO:0016829"
"orf19.5243","GO:0016829"
"orf19.2546","GO:0016829"
"orf19.3508","GO:0016829"
"orf19.5505","GO:0016829"
"orf19.4233","GO:0016829"
"orf19.4536","GO:0016829"
"orf19.5369","GO:0016829"
"orf19.4306","GO:0016829"
"orf19.2877","GO:0016829"
"orf19.251","GO:0016829"
"orf19.4618","GO:0016829"
"orf19.4894","GO:0016829"
"orf19.579","GO:0016829"
"orf19.2670","GO:0016829"
"orf19.5730","GO:0016829"
"orf19.4010","GO:0004672"
"orf19.5068","GO:0004672"
"orf19.5350","GO:0004672"
"orf19.2277","GO:0004672"
"orf19.829","GO:0004672"
"orf19.5357","GO:0004672"
"orf19.4347","GO:0004672"
"orf19.4867","GO:0004672"
"orf19.1223","GO:0004672"
"orf19.4252","GO:0004672"
"orf19.5911","GO:0004672"
"orf19.469","GO:0004672"
"orf19.428","GO:0004672"
"orf19.3530","GO:0004672"
"orf19.2886","GO:0004672"
"orf19.7523","GO:0004672"
"orf19.4308","GO:0004672"
"orf19.4242","GO:0004672"
"orf19.6010","GO:0004672"
"orf19.3523","GO:0004672"
"orf19.3561","GO:0004672"
"orf19.3856","GO:0004672"
"orf19.3840","GO:0004672"
"orf19.399","GO:0004672"
"orf19.4909","GO:0004672"
"orf19.7388","GO:0004672"
"orf19.793","GO:0004672"
"orf19.3459","GO:0004672"
"orf19.4084","GO:0004672"
"orf19.4002","GO:0004672"
"orf19.6889","GO:0004672"
"orf19.1960","GO:0004672"
"orf19.6044","GO:0004672"
"orf19.2436","GO:0004672"
"orf19.6846","GO:0004672"
"orf19.764","GO:0004672"
"orf19.6369","GO:0004672"
"orf19.7293","GO:0004672"
"orf19.6936","GO:0004672"
"orf19.4518","GO:0004672"
"orf19.1196","GO:0004672"
"orf19.6275","GO:0004672"
"orf19.7281","GO:0004672"
"orf19.2678","GO:0004672"
"orf19.5901","GO:0004672"
"orf19.2320","GO:0004672"
"orf19.7044","GO:0004672"
"orf19.1936","GO:0004672"
"orf19.4979","GO:0004672"
"orf19.2107","GO:0016779"
"orf19.3564","GO:0016779"
"orf19.2287","GO:0016779"
"orf19.4412","GO:0016779"
"orf19.1261","GO:0016779"
"orf19.2847","GO:0016779"
"orf19.1279","GO:0016779"
"orf19.2831","GO:0016779"
"orf19.4953","GO:0016779"
"orf19.4232","GO:0016779"
"orf19.5608","GO:0016779"
"orf19.6010.1","GO:0016779"
"orf19.6903","GO:0016779"
"orf19.3349","GO:0016779"
"orf19.7655","GO:0016779"
"orf19.7088","GO:0016779"
"orf19.3796","GO:0016779"
"orf19.3675","GO:0016779"
"orf19.5847","GO:0016779"
"orf19.7389","GO:0016779"
"orf19.5360","GO:0016779"
"orf19.6340","GO:0016779"
"orf19.2276","GO:0016779"
"orf19.4705","GO:0016779"
"orf19.5025","GO:0016779"
"orf19.7255","GO:0016779"
"orf19.6041","GO:0016779"
"orf19.2643","GO:0016779"
"orf19.4186","GO:0016779"
"orf19.443","GO:0016779"
"orf19.6190","GO:0016779"
"orf19.2594","GO:0016779"
"orf19.2346","GO:0016779"
"orf19.3990","GO:0016779"
"orf19.866","GO:0016779"
"orf19.172","GO:0016779"
"orf19.2017","GO:0016779"
"orf19.3960","GO:0016779"
"orf19.4723","GO:0016779"
"orf19.1248","GO:0016779"
"orf19.4896","GO:0016779"
"orf19.3347","GO:0016779"
"orf19.7062","GO:0016779"
"orf19.1839","GO:0016779"
"orf19.7063","GO:0016779"
"orf19.4160","GO:0016791"
"orf19.577","GO:0016791"
"orf19.4192","GO:0016791"
"orf19.4378","GO:0016791"
"orf19.1462","GO:0016791"
"orf19.6810","GO:0016791"
"orf19.1673","GO:0016791"
"orf19.4185","GO:0016791"
"orf19.2402","GO:0016791"
"orf19.1762","GO:0016791"
"orf19.1889","GO:0016791"
"orf19.7052","GO:0016791"
"orf19.6640","GO:0016791"
"orf19.3449.2","GO:0016791"
"orf19.3705","GO:0016791"
"orf19.3774","GO:0016791"
"orf19.4736","GO:0016791"
"orf19.4086","GO:0016791"
"orf19.3071","GO:0016791"
"orf19.6885","GO:0016791"
"orf19.3787","GO:0016791"
"orf19.4401","GO:0016791"
"orf19.6056","GO:0016791"
"orf19.6285","GO:0016791"
"orf19.5586","GO:0016791"
"orf19.1698","GO:0016791"
"orf19.4444","GO:0016791"
"orf19.3180","GO:0016791"
"orf19.1155","GO:0016791"
"orf19.3355","GO:0016791"
"orf19.6178","GO:0016791"
"orf19.782","GO:0016791"
"orf19.4865","GO:0016791"
"orf19.1495","GO:0016791"
"orf19.2619","GO:0016791"
"orf19.3038","GO:0016791"
"orf19.4624","GO:0016791"
"orf19.7206","GO:0016791"
"orf19.5200","GO:0016791"
"orf19.2269","GO:0016791"
"orf19.5406","GO:0016791"
"orf19.6638","GO:0016791"
"orf19.1950","GO:0016791"
"orf19.1392","GO:0016853"
"orf19.6745","GO:0016853"
"orf19.6739","GO:0016853"
"orf19.4491","GO:0016853"
"orf19.5013","GO:0016853"
"orf19.6445","GO:0016853"
"orf19.6452","GO:0016853"
"orf19.1701","GO:0016853"
"orf19.3589","GO:0016853"
"orf19.3920","GO:0016853"
"orf19.2873","GO:0016853"
"orf19.1390","GO:0016853"
"orf19.7585","GO:0016853"
"orf19.5196","GO:0016853"
"orf19.6297","GO:0016853"
"orf19.6472","GO:0016853"
"orf19.6189","GO:0016853"
"orf19.3888","GO:0016853"
"orf19.2937","GO:0016853"
"orf19.1946","GO:0016853"
"orf19.6026","GO:0016853"
"orf19.6792","GO:0016853"
"orf19.7108","GO:0016853"
"orf19.1570","GO:0016853"
"orf19.2008","GO:0016853"
"orf19.2977","GO:0016853"
"orf19.96","GO:0016853"
"orf19.3679","GO:0016853"
"orf19.1753","GO:0016853"
"orf19.234","GO:0016853"
"orf19.5934","GO:0016853"
"orf19.3114","GO:0016853"
"orf19.5130","GO:0016853"
"orf19.903","GO:0016853"
"orf19.5243","GO:0016853"
"orf19.7654","GO:0016853"
"orf19.6096","GO:0016853"
"orf19.4952.1","GO:0016853"
"orf19.2775","GO:0016853"
"orf19.1833","GO:0016853"
"orf19.2499","GO:0016853"
"orf19.6345","GO:0045182"
"orf19.7626","GO:0045182"
"orf19.1280","GO:0045182"
"orf19.7161","GO:0045182"
"orf19.6776","GO:0045182"
"orf19.4932","GO:0045182"
"orf19.1303","GO:0045182"
"orf19.102","GO:0045182"
"orf19.481","GO:0045182"
"orf19.3838","GO:0045182"
"orf19.5081","GO:0045182"
"orf19.3426","GO:0045182"
"orf19.4223","GO:0045182"
"orf19.7613","GO:0045182"
"orf19.407","GO:0045182"
"orf19.6584","GO:0045182"
"orf19.3182","GO:0045182"
"orf19.7392","GO:0045182"
"orf19.4635","GO:0045182"
"orf19.4152","GO:0045182"
"orf19.1378","GO:0045182"
"orf19.1794","GO:0045182"
"orf19.7332","GO:0045182"
"orf19.5167","GO:0045182"
"orf19.6047","GO:0045182"
"orf19.2930","GO:0045182"
"orf19.3541","GO:0045182"
"orf19.2967","GO:0045182"
"orf19.7577","GO:0045182"
"orf19.3547","GO:0045182"
"orf19.4164","GO:0045182"
"orf19.7236","GO:0045182"
"orf19.4261","GO:0045182"
"orf19.230","GO:0045182"
"orf19.7382","GO:0045182"
"orf19.6213","GO:0045182"
"orf19.825","GO:0045182"
"orf19.4929","GO:0045182"
"orf19.425","GO:0045182"
"orf19.6906","GO:0045182"
"orf19.4739","GO:0004386"
"orf19.1661","GO:0004386"
"orf19.6652","GO:0004386"
"orf19.2090","GO:0004386"
"orf19.7538","GO:0004386"
"orf19.939","GO:0004386"
"orf19.702","GO:0004386"
"orf19.1734","GO:0004386"
"orf19.3962","GO:0004386"
"orf19.7546","GO:0004386"
"orf19.810","GO:0004386"
"orf19.4519","GO:0004386"
"orf19.6539","GO:0004386"
"orf19.7392","GO:0004386"
"orf19.107","GO:0004386"
"orf19.5938","GO:0004386"
"orf19.1335","GO:0004386"
"orf19.7661","GO:0004386"
"orf19.2000","GO:0004386"
"orf19.5970","GO:0004386"
"orf19.1687","GO:0004386"
"orf19.6425","GO:0004386"
"orf19.2980","GO:0004386"
"orf19.2712","GO:0004386"
"orf19.4870","GO:0004386"
"orf19.3756","GO:0004386"
"orf19.5647","GO:0004386"
"orf19.2798","GO:0004386"
"orf19.3481","GO:0004386"
"orf19.3019","GO:0004386"
"orf19.5991","GO:0004386"
"orf19.6199","GO:0004386"
"orf19.2857","GO:0004386"
"orf19.3393","GO:0004386"
"orf19.171","GO:0004386"
"orf19.5265","GO:0003774"
"orf19.712","GO:0003774"
"orf19.564","GO:0003774"
"orf19.5999","GO:0003774"
"orf19.1747","GO:0003774"
"orf19.6294","GO:0003774"
"orf19.7353","GO:0003774"
"orf19.5322","GO:0005737"
"orf19.5175","GO:0005737"
"orf19.4817","GO:0005737"
"orf19.5968","GO:0005737"
"orf19.5734","GO:0005737"
"orf19.1392","GO:0005737"
"orf19.5559","GO:0005737"
"orf19.1795.1","GO:0005737"
"orf19.6745","GO:0005737"
"orf19.754","GO:0005737"
"orf19.4273","GO:0005737"
"orf19.5817","GO:0005737"
"orf19.2785","GO:0005737"
"orf19.6950","GO:0005737"
"orf19.5428","GO:0005737"
"orf19.5235","GO:0005737"
"orf19.1304","GO:0005737"
"orf19.1467","GO:0005737"
"orf19.6134","GO:0005737"
"orf19.6136","GO:0005737"
"orf19.5731","GO:0005737"
"orf19.1244","GO:0005737"
"orf19.2602","GO:0005737"
"orf19.2092","GO:0005737"
"orf19.4176","GO:0005737"
"orf19.6591","GO:0005737"
"orf19.4107","GO:0005737"
"orf19.5432","GO:0005737"
"orf19.3367","GO:0005737"
"orf19.4144","GO:0005737"
"orf19.5444","GO:0005737"
"orf19.3225","GO:0005737"
"orf19.2078","GO:0005737"
"orf19.3592","GO:0005737"
"orf19.1624","GO:0005737"
"orf19.2895","GO:0005737"
"orf19.6286","GO:0005737"
"orf19.4029","GO:0005737"
"orf19.3447","GO:0005737"
"orf19.7183","GO:0005737"
"orf19.4192","GO:0005737"
"orf19.4800","GO:0005737"
"orf19.1667.1","GO:0005737"
"orf19.1659","GO:0005737"
"orf19.2644","GO:0005737"
"orf19.4358","GO:0005737"
"orf19.5143","GO:0005737"
"orf19.6643","GO:0005737"
"orf19.2143","GO:0005737"
"orf19.4739","GO:0005737"
"orf19.6345","GO:0005737"
"orf19.4295","GO:0005737"
"orf19.4499","GO:0005737"
"orf19.3268","GO:0005737"
"orf19.6971","GO:0005737"
"orf19.2694","GO:0005737"
"orf19.5491.1","GO:0005737"
"orf19.5297","GO:0005737"
"orf19.135","GO:0005737"
"orf19.2965","GO:0005737"
"orf19.1755","GO:0005737"
"orf19.5698","GO:0005737"
"orf19.2529","GO:0005737"
"orf19.4993","GO:0005737"
"orf19.5818","GO:0005737"
"orf19.4292","GO:0005737"
"orf19.2020","GO:0005737"
"orf19.1342","GO:0005737"
"orf19.7626","GO:0005737"
"orf19.2006.1","GO:0005737"
"orf19.4018","GO:0005737"
"orf19.1661","GO:0005737"
"orf19.2575","GO:0005737"
"orf19.3350","GO:0005737"
"orf19.6573","GO:0005737"
"orf19.3243","GO:0005737"
"orf19.4349","GO:0005737"
"orf19.2711","GO:0005737"
"orf19.6854","GO:0005737"
"orf19.30","GO:0005737"
"orf19.897","GO:0005737"
"orf19.2042","GO:0005737"
"orf19.4410","GO:0005737"
"orf19.1376","GO:0005737"
"orf19.971","GO:0005737"
"orf19.1993","GO:0005737"
"orf19.7660","GO:0005737"
"orf19.3026","GO:0005737"
"orf19.2214","GO:0005737"
"orf19.1011","GO:0005737"
"orf19.4010","GO:0005737"
"orf19.4491","GO:0005737"
"orf19.6127","GO:0005737"
"orf19.5068","GO:0005737"
"orf19.4395","GO:0005737"
"orf19.6594","GO:0005737"
"orf19.1485","GO:0005737"
"orf19.967","GO:0005737"
"orf19.4577.3","GO:0005737"
"orf19.337","GO:0005737"
"orf19.4440","GO:0005737"
"orf19.6873.1","GO:0005737"
"orf19.5459","GO:0005737"
"orf19.2795","GO:0005737"
"orf19.1331","GO:0005737"
"orf19.2370","GO:0005737"
"orf19.1280","GO:0005737"
"orf19.6445","GO:0005737"
"orf19.4626","GO:0005737"
"orf19.4537","GO:0005737"
"orf19.488","GO:0005737"
"orf19.7178","GO:0005737"
"orf19.414","GO:0005737"
"orf19.6452","GO:0005737"
"orf19.7212","GO:0005737"
"orf19.1462","GO:0005737"
"orf19.548","GO:0005737"
"orf19.5389","GO:0005737"
"orf19.2138","GO:0005737"
"orf19.3221","GO:0005737"
"orf19.3276","GO:0005737"
"orf19.2401","GO:0005737"
"orf19.5684","GO:0005737"
"orf19.7188","GO:0005737"
"orf19.717","GO:0005737"
"orf19.550","GO:0005737"
"orf19.6045","GO:0005737"
"orf19.2756","GO:0005737"
"orf19.5961","GO:0005737"
"orf19.3616","GO:0005737"
"orf19.783","GO:0005737"
"orf19.2364","GO:0005737"
"orf19.2938","GO:0005737"
"orf19.5387","GO:0005737"
"orf19.771","GO:0005737"
"orf19.7386","GO:0005737"
"orf19.3409","GO:0005737"
"orf19.2410","GO:0005737"
"orf19.2422","GO:0005737"
"orf19.2127","GO:0005737"
"orf19.6810","GO:0005737"
"orf19.4163","GO:0005737"
"orf19.7500","GO:0005737"
"orf19.3247","GO:0005737"
"orf19.52","GO:0005737"
"orf19.878","GO:0005737"
"orf19.1697","GO:0005737"
"orf19.2187","GO:0005737"
"orf19.5854","GO:0005737"
"orf19.6287","GO:0005737"
"orf19.2204","GO:0005737"
"orf19.2343.1","GO:0005737"
"orf19.7019","GO:0005737"
"orf19.6066","GO:0005737"
"orf19.3141","GO:0005737"
"orf19.6073","GO:0005737"
"orf19.6512","GO:0005737"
"orf19.5705","GO:0005737"
"orf19.4412","GO:0005737"
"orf19.3980","GO:0005737"
"orf19.6060","GO:0005737"
"orf19.6105","GO:0005737"
"orf19.1295","GO:0005737"
"orf19.2809","GO:0005737"
"orf19.491","GO:0005737"
"orf19.3018","GO:0005737"
"orf19.5281","GO:0005737"
"orf19.4927","GO:0005737"
"orf19.2947","GO:0005737"
"orf19.5704","GO:0005737"
"orf19.2172","GO:0005737"
"orf19.5926","GO:0005737"
"orf19.7100","GO:0005737"
"orf19.1305","GO:0005737"
"orf19.2437","GO:0005737"
"orf19.1665","GO:0005737"
"orf19.1413","GO:0005737"
"orf19.5660.1","GO:0005737"
"orf19.1673","GO:0005737"
"orf19.815","GO:0005737"
"orf19.401","GO:0005737"
"orf19.7367","GO:0005737"
"orf19.7438","GO:0005737"
"orf19.3029","GO:0005737"
"orf19.445","GO:0005737"
"orf19.5156","GO:0005737"
"orf19.2278","GO:0005737"
"orf19.564","GO:0005737"
"orf19.4930","GO:0005737"
"orf19.7391","GO:0005737"
"orf19.1082.1","GO:0005737"
"orf19.2190","GO:0005737"
"orf19.4132","GO:0005737"
"orf19.6858","GO:0005737"
"orf19.4848","GO:0005737"
"orf19.6081","GO:0005737"
"orf19.1036","GO:0005737"
"orf19.1238","GO:0005737"
"orf19.894","GO:0005737"
"orf19.4602","GO:0005737"
"orf19.1279","GO:0005737"
"orf19.3649","GO:0005737"
"orf19.5278","GO:0005737"
"orf19.998","GO:0005737"
"orf19.4731","GO:0005737"
"orf19.3846","GO:0005737"
"orf19.3205","GO:0005737"
"orf19.585","GO:0005737"
"orf19.6534.2","GO:0005737"
"orf19.3811","GO:0005737"
"orf19.3037","GO:0005737"
"orf19.3949","GO:0005737"
"orf19.4937","GO:0005737"
"orf19.2277","GO:0005737"
"orf19.5420","GO:0005737"
"orf19.5747","GO:0005737"
"orf19.3552","GO:0005737"
"orf19.4003","GO:0005737"
"orf19.506","GO:0005737"
"orf19.4025","GO:0005737"
"orf19.4015","GO:0005737"
"orf19.1663","GO:0005737"
"orf19.4645","GO:0005737"
"orf19.4630","GO:0005737"
"orf19.439","GO:0005737"
"orf19.3401","GO:0005737"
"orf19.4751","GO:0005737"
"orf19.4151","GO:0005737"
"orf19.3453","GO:0005737"
"orf19.5806","GO:0005737"
"orf19.3417","GO:0005737"
"orf19.7038","GO:0005737"
"orf19.7161","GO:0005737"
"orf19.7605","GO:0005737"
"orf19.7086","GO:0005737"
"orf19.7481","GO:0005737"
"orf19.7602","GO:0005737"
"orf19.6850","GO:0005737"
"orf19.2318.1","GO:0005737"
"orf19.4931","GO:0005737"
"orf19.449","GO:0005737"
"orf19.5168","GO:0005737"
"orf19.2483","GO:0005737"
"orf19.5066","GO:0005737"
"orf19.3171","GO:0005737"
"orf19.3698","GO:0005737"
"orf19.477","GO:0005737"
"orf19.4551","GO:0005737"
"orf19.7357","GO:0005737"
"orf19.939","GO:0005737"
"orf19.702","GO:0005737"
"orf19.433","GO:0005737"
"orf19.4845","GO:0005737"
"orf19.6197","GO:0005737"
"orf19.4953","GO:0005737"
"orf19.1804","GO:0005737"
"orf19.542.2","GO:0005737"
"orf19.1671","GO:0005737"
"orf19.6536","GO:0005737"
"orf19.3501","GO:0005737"
"orf19.2489","GO:0005737"
"orf19.1478","GO:0005737"
"orf19.5561","GO:0005737"
"orf19.1422","GO:0005737"
"orf19.969","GO:0005737"
"orf19.4232","GO:0005737"
"orf19.5746","GO:0005737"
"orf19.7215.3","GO:0005737"
"orf19.5608","GO:0005737"
"orf19.2045","GO:0005737"
"orf19.4088","GO:0005737"
"orf19.916","GO:0005737"
"orf19.7107","GO:0005737"
"orf19.5227","GO:0005737"
"orf19.6237","GO:0005737"
"orf19.6602","GO:0005737"
"orf19.7612","GO:0005737"
"orf19.835","GO:0005737"
"orf19.7298","GO:0005737"
"orf19.5180","GO:0005737"
"orf19.3124","GO:0005737"
"orf19.7139","GO:0005737"
"orf19.1053","GO:0005737"
"orf19.4801","GO:0005737"
"orf19.121","GO:0005737"
"orf19.2335","GO:0005737"
"orf19.4336","GO:0005737"
"orf19.1727","GO:0005737"
"orf19.7196","GO:0005737"
"orf19.6082","GO:0005737"
"orf19.2179","GO:0005737"
"orf19.6385","GO:0005737"
"orf19.882","GO:0005737"
"orf19.3548","GO:0005737"
"orf19.3345","GO:0005737"
"orf19.5433","GO:0005737"
"orf19.4732","GO:0005737"
"orf19.7327","GO:0005737"
"orf19.18","GO:0005737"
"orf19.7459","GO:0005737"
"orf19.4197","GO:0005737"
"orf19.4426","GO:0005737"
"orf19.3586","GO:0005737"
"orf19.4031","GO:0005737"
"orf19.6779","GO:0005737"
"orf19.3777","GO:0005737"
"orf19.6629","GO:0005737"
"orf19.1092","GO:0005737"
"orf19.930","GO:0005737"
"orf19.7394","GO:0005737"
"orf19.6776","GO:0005737"
"orf19.4788","GO:0005737"
"orf19.93","GO:0005737"
"orf19.2478.1","GO:0005737"
"orf19.479.2","GO:0005737"
"orf19.7251","GO:0005737"
"orf19.1251","GO:0005737"
"orf19.6752","GO:0005737"
"orf19.945","GO:0005737"
"orf19.3507","GO:0005737"
"orf19.2360","GO:0005737"
"orf19.245","GO:0005737"
"orf19.6880","GO:0005737"
"orf19.829","GO:0005737"
"orf19.5275","GO:0005737"
"orf19.5195","GO:0005737"
"orf19.5255","GO:0005737"
"orf19.4157","GO:0005737"
"orf19.6828.1","GO:0005737"
"orf19.2480.1","GO:0005737"
"orf19.7344","GO:0005737"
"orf19.3912","GO:0005737"
"orf19.5949","GO:0005737"
"orf19.5260","GO:0005737"
"orf19.2309","GO:0005737"
"orf19.4016","GO:0005737"
"orf19.4299","GO:0005737"
"orf19.2199","GO:0005737"
"orf19.5584","GO:0005737"
"orf19.7020","GO:0005737"
"orf19.714","GO:0005737"
"orf19.6805","GO:0005737"
"orf19.5279","GO:0005737"
"orf19.2191","GO:0005737"
"orf19.2066.1","GO:0005737"
"orf19.1217","GO:0005737"
"orf19.4721","GO:0005737"
"orf19.7016","GO:0005737"
"orf19.89","GO:0005737"
"orf19.4603","GO:0005737"
"orf19.4399","GO:0005737"
"orf19.797","GO:0005737"
"orf19.3013","GO:0005737"
"orf19.6129","GO:0005737"
"orf19.1967","GO:0005737"
"orf19.1533","GO:0005737"
"orf19.7203","GO:0005737"
"orf19.7282","GO:0005737"
"orf19.2531","GO:0005737"
"orf19.5618","GO:0005737"
"orf19.4747","GO:0005737"
"orf19.5568","GO:0005737"
"orf19.5689","GO:0005737"
"orf19.5409","GO:0005737"
"orf19.7069","GO:0005737"
"orf19.7015","GO:0005737"
"orf19.4204","GO:0005737"
"orf19.2494","GO:0005737"
"orf19.6071","GO:0005737"
"orf19.5641","GO:0005737"
"orf19.3812","GO:0005737"
"orf19.86","GO:0005737"
"orf19.3926","GO:0005737"
"orf19.6099","GO:0005737"
"orf19.2613","GO:0005737"
"orf19.7052","GO:0005737"
"orf19.2397.3","GO:0005737"
"orf19.3946","GO:0005737"
"orf19.4932","GO:0005737"
"orf19.4722","GO:0005737"
"orf19.6503","GO:0005737"
"orf19.7675","GO:0005737"
"orf19.2310.1","GO:0005737"
"orf19.5931","GO:0005737"
"orf19.3577","GO:0005737"
"orf19.2601","GO:0005737"
"orf19.3859","GO:0005737"
"orf19.6511","GO:0005737"
"orf19.7650","GO:0005737"
"orf19.2334","GO:0005737"
"orf19.7242","GO:0005737"
"orf19.6672","GO:0005737"
"orf19.7329","GO:0005737"
"orf19.5006","GO:0005737"
"orf19.1856","GO:0005737"
"orf19.6698","GO:0005737"
"orf19.340","GO:0005737"
"orf19.7454","GO:0005737"
"orf19.6057","GO:0005737"
"orf19.3753","GO:0005737"
"orf19.2288","GO:0005737"
"orf19.5840","GO:0005737"
"orf19.6640","GO:0005737"
"orf19.2262","GO:0005737"
"orf19.169","GO:0005737"
"orf19.7175","GO:0005737"
"orf19.4380.1","GO:0005737"
"orf19.5627","GO:0005737"
"orf19.7021","GO:0005737"
"orf19.554","GO:0005737"
"orf19.5065","GO:0005737"
"orf19.354","GO:0005737"
"orf19.4496","GO:0005737"
"orf19.7088","GO:0005737"
"orf19.6403.1","GO:0005737"
"orf19.5064","GO:0005737"
"orf19.4670","GO:0005737"
"orf19.3873","GO:0005737"
"orf19.6561","GO:0005737"
"orf19.6297","GO:0005737"
"orf19.6783","GO:0005737"
"orf19.7128","GO:0005737"
"orf19.1387","GO:0005737"
"orf19.1223","GO:0005737"
"orf19.3675","GO:0005737"
"orf19.3449.2","GO:0005737"
"orf19.1299","GO:0005737"
"orf19.1288","GO:0005737"
"orf19.1303","GO:0005737"
"orf19.102","GO:0005737"
"orf19.6809","GO:0005737"
"orf19.1994","GO:0005737"
"orf19.3292","GO:0005737"
"orf19.6684","GO:0005737"
"orf19.4715","GO:0005737"
"orf19.3517","GO:0005737"
"orf19.4597","GO:0005737"
"orf19.1662","GO:0005737"
"orf19.3233","GO:0005737"
"orf19.6062","GO:0005737"
"orf19.6789","GO:0005737"
"orf19.4022","GO:0005737"
"orf19.3318","GO:0005737"
"orf19.5296","GO:0005737"
"orf19.4442","GO:0005737"
"orf19.4449","GO:0005737"
"orf19.243","GO:0005737"
"orf19.505","GO:0005737"
"orf19.1267.1","GO:0005737"
"orf19.4451","GO:0005737"
"orf19.2791","GO:0005737"
"orf19.6472","GO:0005737"
"orf19.2498","GO:0005737"
"orf19.3682","GO:0005737"
"orf19.3174","GO:0005737"
"orf19.586","GO:0005737"
"orf19.6126","GO:0005737"
"orf19.665","GO:0005737"
"orf19.5802","GO:0005737"
"orf19.5999","GO:0005737"
"orf19.755","GO:0005737"
"orf19.5943.1","GO:0005737"
"orf19.3705","GO:0005737"
"orf19.4737","GO:0005737"
"orf19.7547","GO:0005737"
"orf19.2699","GO:0005737"
"orf19.4274","GO:0005737"
"orf19.2524","GO:0005737"
"orf19.6074","GO:0005737"
"orf19.979","GO:0005737"
"orf19.1297","GO:0005737"
"orf19.2474","GO:0005737"
"orf19.3341","GO:0005737"
"orf19.3168","GO:0005737"
"orf19.5107","GO:0005737"
"orf19.3167","GO:0005737"
"orf19.2984","GO:0005737"
"orf19.3670","GO:0005737"
"orf19.3792","GO:0005737"
"orf19.437","GO:0005737"
"orf19.1828","GO:0005737"
"orf19.7207","GO:0005737"
"orf19.593","GO:0005737"
"orf19.158","GO:0005737"
"orf19.2573","GO:0005737"
"orf19.7604","GO:0005737"
"orf19.7222","GO:0005737"
"orf19.242.2","GO:0005737"
"orf19.3789","GO:0005737"
"orf19.6707","GO:0005737"
"orf19.481","GO:0005737"
"orf19.2665","GO:0005737"
"orf19.1402","GO:0005737"
"orf19.3950","GO:0005737"
