orth_group,num,B,X0.5,X1,X1.5,X2,X3,X4,X6,X8
987,1,0.188480157,0.252062781,0.230193694,0.19272512,0.192888886,0.183017283,0.13821663,0.102443722,0.107503767
987,2,0.208089506,0.260954299,0.498637402,0.302033462,0.237427432,0.195174117,0.150321917,0.124686226,0.107757884
987,3,0.249128276,0.626244521,0.230777348,0.107749888,0.087311841,0.073826464,0.076643782,0.086285668,0.098562614
987,4,0.188944198,0.453961855,0.481993441,0.385844112,0.264714274,0.178714084,0.146604034,0.120110792,0.126082207
988,1,0.178169927,0.171750291,0.189936228,0.186560943,0.167678983,0.137633214,0.120134231,0.107577296,0.110930495
988,2,0.155642427,0.104746254,0.086344811,0.068542828,0.088122076,0.085855712,0.082296481,0.070918047,0.059525068
988,3,0.077631261,0.057991843,0.120451377,0.134127377,0.130095152,0.121397941,0.114465233,0.099701556,0.092453168
988,4,0.182073205,0.15482002,0.142082909,0.171343338,0.155873177,0.191568736,0.213871896,0.257315845,0.256697755
989,1,0.294281702,0.44670186,0.341011535,0.335359145,0.338216034,0.341671466,0.287534212,0.232801076,0.180520509
989,2,0.388356594,0.360648133,0.379978521,0.288425883,0.250250027,0.302072573,0.31320685,0.275536016,0.267735478
989,3,0.424285648,0.146823132,0.303461526,0.282331233,0.285720988,0.310475832,0.335963769,0.332412037,0.312929283
989,4,0.279078232,0.176647862,0.202612851,0.225981706,0.23660199,0.244279528,0.216965317,0.170295628,0.175571765
990,1,0.14238259,0.154910353,0.15547029,0.153982951,0.142273127,0.160040034,0.169974419,0.179341412,0.196818348
990,2,0.128146122,0.135550719,0.145617201,0.138150984,0.13375811,0.144290966,0.174492572,0.173217216,0.182417191
990,3,0.09794791,0.092092556,0.124386506,0.124553154,0.126598765,0.132875748,0.130764791,0.127191255,0.116259954
990,4,0.1575328,0.122537398,0.1406188,0.134295861,0.141049125,0.110963431,0.094427096,0.072076257,0.084663756
991,1,0.152115716,0.136595101,0.160575234,0.177666134,0.144354147,0.143192853,0.145844191,0.11278525,0.101875778
991,2,0.125203994,0.118240916,0.102127177,0.078680143,0.085904731,0.118486896,0.126764275,0.113554721,0.104667328
991,3,0.159178972,0.107791452,0.190999699,0.18377262,0.173258825,0.181966094,0.173285681,0.168743175,0.149136053
991,4,0.129910416,0.132676537,0.139256209,0.142652007,0.141835989,0.162004567,0.147499466,0.13576741,0.1333881
992,1,0.045469618,0.034697516,0.062503356,0.060989933,0.045397856,0.040002123,0.047538805,0.050478917,0.058423869
992,2,0.074537524,0.073703767,0.06187274,0.042848396,0.044604541,0.042526207,0.046718869,0.044281068,0.038082915
992,3,0.06460119,0.159660399,0.029032807,0.038187567,0.068403685,0.081828399,0.085865983,0.090224692,0.1039082
992,4,0.125420178,0.6740962,0.451362912,0.136086559,0.066751414,0.092681088,0.098723133,0.082261314,0.083811887
993,1,0.37088302,0.12758953,0.33944205,0.326732478,0.207532117,0.07852852,0.088767224,0.099311982,0.158532763
993,2,0.15037564,0.305484753,0.037270533,0.044074625,0.069371711,0.132767717,0.162929814,0.169520511,0.161988427
993,3,0.026640663,0.05324071,0.020548701,0.017390183,0.01944525,0.02017625,0.022056893,0.016102375,0.012767668
993,4,0.186900774,0.591965494,0.083017434,0.063142903,0.10765716,0.125699313,0.125877013,0.113489698,0.119563824
994,1,0.076821735,0.044927688,0.077478489,0.129183651,0.178768308,0.175212717,0.176845161,0.159751538,0.145442171
995,1,0.107964391,0.111218702,0.152585439,0.177074012,0.207080671,0.230141915,0.209648683,0.199407417,0.172442734
995,2,0.130973368,0.076405594,0.09256356,0.12120339,0.178526064,0.199800031,0.198408481,0.17310104,0.161339042
996,1,0.154806152,0.146780927,0.160703356,0.157663476,0.15401774,0.117672094,0.125735513,0.116271958,0.14711383
996,2,0.216384893,0.237516648,0.3186149,0.212291246,0.169509302,0.16739372,0.174806113,0.154980936,0.152610459
996,3,0.15159098,0.085215221,0.191193383,0.158099935,0.154313168,0.142541644,0.140234863,0.132898678,0.114418744
996,4,0.165696799,0.090518226,0.12762856,0.144436663,0.133317801,0.105188193,0.109149044,0.122621433,0.116257484
997,1,0.03068578,0.032779568,0.033263771,0.030938821,0.032197795,0.038481708,0.042473866,0.049069846,0.055630006
997,2,0.045206965,0.032992725,0.068505019,0.054779227,0.055607848,0.053790926,0.063468213,0.066092534,0.068439253
997,3,0.076991967,0.074525231,0.064696409,0.061888483,0.067308315,0.074092438,0.07834145,0.084248214,0.086960109
998,1,0.779716031,0.449080518,0.530944913,0.455991803,0.526971583,0.635719938,1.054321962,1.550590634,2.145580905
998,2,13.80117166,0.821834087,1.628102524,2.943979032,3.811372114,4.448435665,5.609982786,6.064982206,7.141244066
998,3,11.74988163,2.175300912,3.44022073,5.469569378,7.352914528,8.109838093,7.634422472,7.394545065,8.290463777
998,4,6.078276484,4.026835064,4.498120634,4.769588332,4.334689261,4.853252934,4.888928249,4.781523582,4.466766322
999,1,0.065908387,0.144462545,0.106578362,0.076223266,0.085452428,0.161264461,0.14589556,0.150453454,0.139540415
1000,1,0.056809142,0.048445239,0.064957285,0.064779377,0.058798917,0.048446481,0.045620977,0.036834682,0.039830209
1000,2,0.053673094,0.054799294,0.047254785,0.043171491,0.043838413,0.046356855,0.048986636,0.043705701,0.039317205
1000,3,0.048119462,0.074032144,0.039435749,0.043720241,0.063881664,0.078936264,0.071796213,0.07200484,0.069491365
1001,1,0.019891835,0.023301291,0.024716093,0.020604179,0.023363852,0.030052058,0.039367283,0.050716307,0.056094628
1002,1,0.110340745,0.069398036,0.104331467,0.106848247,0.099895097,0.066218946,0.069470191,0.077505842,0.087602836
1002,2,0.067007638,0.134246366,0.092885368,0.043506045,0.04052338,0.051305157,0.055596824,0.051252433,0.04409503
1002,3,0.037479179,0.045441242,0.031194684,0.024190134,0.022456058,0.041390558,0.048663762,0.051965458,0.052644568
1003,1,0.296384188,0.393779402,0.234817153,0.270146559,0.25232566,0.246610181,0.182962973,0.165717761,0.141455596
1003,2,1.400584154,0.453494411,1.090860272,1.112561863,0.719637121,0.298791497,0.280791002,0.288037204,0.366156219
1003,3,0.658938395,0.45054707,0.680081081,0.445993298,0.397712933,0.394654713,0.357731073,0.319461152,0.291661787
1003,4,0.464093292,0.585034622,0.02322626,0.03046256,0.060756728,0.13689815,0.189381143,0.218716259,0.199627582
1003,5,1.262618546,1.929930711,0.939402018,0.513018232,0.466711874,0.466407803,0.492682178,0.603254887,0.710312125
1004,1,0.758995345,0.538843947,0.788073128,0.693750763,0.677326916,0.606719782,0.509390564,0.435673217,0.380495924
1004,2,0.339790772,0.3691618,0.479741076,0.444055581,0.472993402,0.48669894,0.432697923,0.454116786,0.438481517
1005,1,0.041825768,0.019654191,0.041124595,0.048704051,0.057461059,0.060398451,0.063689428,0.062926884,0.057433992
1006,1,0.050188134,0.084244724,0.08167861,0.068155021,0.063701842,0.123809533,0.143876313,0.169323671,0.17252619
1006,2,0.186393186,0.146861693,0.314216045,0.283949566,0.217576996,0.196901905,0.220248594,0.21098099,0.212043669
1006,3,0.152814935,0.179698039,0.242226077,0.272313717,0.292209033,0.298370778,0.364045694,0.419661919,0.463976307
1006,4,0.360815492,0.177235983,0.202357926,0.24515714,0.304231634,0.320673936,0.303030814,0.244856483,0.280742455
1007,1,0.125541689,0.142201383,0.14821132,0.14002114,0.128493734,0.120258732,0.136179317,0.14358223,0.156939132
1007,2,0.150715966,0.190232791,0.11332132,0.084022433,0.077032683,0.084753921,0.082175519,0.071141296,0.060354248
1007,3,0.094322918,0.142661303,0.104811828,0.108873334,0.111280196,0.106125642,0.110052133,0.097549846,0.096927074
1007,4,0.053232106,0.069833124,0.064137439,0.063599,0.070979356,0.094554111,0.113622111,0.113512657,0.106862901
1008,1,0.207759974,0.211978792,0.272522269,0.254110484,0.214459733,0.152348015,0.164832623,0.157706645,0.156433469
1008,2,0.309091235,0.330876336,0.146706307,0.084669917,0.083194943,0.098995644,0.112218553,0.11029212,0.087792983
1008,3,0.191903468,0.350850633,0.23452587,0.174643509,0.160451334,0.155374672,0.142048458,0.144723006,0.118011264
1008,4,0.181382699,0.368731319,0.301298945,0.196794366,0.186343494,0.170656907,0.164524707,0.145590959,0.144863269
1009,1,0.534308104,0.26605878,0.305574323,0.287998894,0.196157086,0.133078845,0.133799201,0.131240175,0.13814929
1009,2,0.502068948,0.350016083,0.357628097,0.265244085,0.272582265,0.266300489,0.251307848,0.213341735,0.203934323
1009,3,0.163310589,0.467620983,0.127167786,0.14524733,0.157878478,0.172064373,0.216884737,0.257233714,0.28158607
1010,1,0.129015822,0.158992688,0.128998936,0.112260684,0.060757617,0.131729122,0.138923452,0.130472144,0.097938115
1010,2,0.215495851,0.232072754,0.185375131,0.263746922,0.277399373,0.201925251,0.17625995,0.168846447,0.118589027
1011,1,0.310844305,0.334290209,0.482157491,0.428373193,0.364378992,0.439977138,0.609307093,0.574866469,0.618665319
1011,2,0.182066938,0.180343386,0.207571163,0.191159122,0.175734711,0.150241428,0.142531902,0.130174909,0.139016119
1011,3,0.147687848,0.088832655,0.27022432,0.306119715,0.29856853,0.3515478,0.397470929,0.496429102,0.512432845
1012,1,0.038372576,0.022144027,0.030447548,0.045560904,0.057399763,0.063186622,0.068746211,0.076067905,0.0712224
1012,2,0.136120174,0.008851798,0.153868103,0.192374354,0.208546259,0.291952351,0.390745881,0.487616943,0.575610488
1013,1,0.079491097,0.055140453,0.119057118,0.133216176,0.163358614,0.154735652,0.201973079,0.170568676,0.188111285
1013,2,0.06063625,0.038645308,0.095706228,0.106141403,0.082667623,0.085785056,0.086053975,0.091286814,0.117702838
1014,1,0.280950668,0.134346159,0.198253753,0.230492236,0.28137819,0.328763119,0.318794502,0.307363254,0.331626235
1014,2,0.187887693,0.368527195,0.192586669,0.169708764,0.158591757,0.136504024,0.180305853,0.222193082,0.227679486
1015,1,0.000828283,0.001111019,0.000581452,0.00128314,0.001060897,0.002304295,0.002902622,0.003599698,0.005805754
1015,2,0.000280362,0.000232945,0.001008514,0.00240359,0.002345779,0.00300152,0.002025592,0.001904918,0.002864817
1015,3,0.014039372,0.045436087,0.090588866,0.126155394,0.163500817,0.208685547,0.203291679,0.207457174,0.256494677
1016,1,0.000857265,0.001388021,0.000821808,0.00108484,0.000997331,0.001349562,0.001916119,0.002254409,0.003539554
1016,2,0.00687928,0.020317736,0.034960452,0.056137464,0.072923918,0.087339665,0.102911626,0.111322845,0.143145242
1016,3,0.000881098,0.001188481,0.000447604,0.003872314,0.004362321,0.00588351,0.008097037,0.020704967,0.019355238
1017,1,2.931358176,1.648939004,2.014196673,2.606754724,2.432903167,0.682918254,0.191165892,0.074067327,0.195483572
1017,2,3.036924135,1.610303176,2.095841815,2.755736423,2.53725141,0.762985019,0.316523171,0.1945991,0.315377334
1017,3,5.692568101,7.313894111,1.111189901,0.067996364,0.069788468,0.158666416,0.361759661,0.581439302,0.619936003
1017,4,4.019328274,8.132978731,4.384893448,0.559702832,0.084891539,0.069171869,0.100706693,0.188967869,0.226341992
1017,5,2.578378705,4.658656539,5.743792619,3.159997906,0.950948935,0.260806356,0.204464462,0.19105121,0.217679381
1018,1,3.297258111,1.709211074,2.005877421,2.602312228,2.700254805,0.772357848,0.26780113,0.141102653,0.311402409
1018,2,3.54990179,3.822457661,0.177245563,0.026658937,0.029152588,0.054721465,0.160561996,0.297710587,0.319453116
1018,3,2.075819338,5.151159292,2.451430964,0.233785221,0.052467359,0.062432709,0.069515075,0.094836631,0.111284604
1019,1,0.079485647,0.067221156,0.108407182,0.106739328,0.07504358,0.067693112,0.078301155,0.083338146,0.08463015
1019,2,0.12899516,0.118941591,0.108111611,0.110782292,0.125737084,0.153283715,0.154949689,0.131073756,0.126794858
1019,3,0.123921741,0.120117391,0.146645618,0.134761552,0.120472068,0.118304471,0.119158406,0.11551922,0.111418859
1019,4,0.116086599,0.126029922,0.152852653,0.184298899,0.171868972,0.162468352,0.143453962,0.12469547,0.126376447
1020,1,0.026682941,0.238150742,0.10078023,0.034326453,0.047836172,0.212911429,0.29524042,0.382508863,0.359174129
1020,2,0.065768878,0.256213346,0.027298127,0.010746247,0.016100532,0.050129506,0.091505736,0.110966465,0.109539823
1020,3,0.031012471,0.179315989,0.002356708,0.001631475,0.016489338,0.0340368,0.035805938,0.033632578,0.030411944
1021,1,0.756047258,0.689938374,0.237820728,0.471835651,0.452260867,0.708233039,0.467541459,0.215270221,0.139097164
1021,2,0.361294115,0.286765752,0.30856317,0.359459426,0.283066696,0.225981489,0.405758694,0.465485877,0.463376659
1021,3,0.294659939,0.284706281,0.374052385,0.331532614,0.227011235,0.178001157,0.324901001,0.333515591,0.335789271
1021,4,0.372856056,0.340207724,0.407437798,0.52126966,0.655083293,0.752717433,0.634099472,0.584161825,0.448274209
1022,1,0.390930275,0.331222099,0.419052643,0.445767964,0.463369034,0.487151815,0.466807479,0.351188672,0.328762137
1022,2,0.181619006,0.161401561,0.194502283,0.128159624,0.107935396,0.119342562,0.120048118,0.104840263,0.101698433
1022,3,0.153085962,0.115652849,0.23954104,0.244896113,0.232144909,0.193963742,0.173711621,0.161649039,0.140404547
1022,4,0.252750667,0.135934468,0.245442335,0.332516002,0.299701699,0.267590704,0.22434024,0.179636218,0.173362759
1023,1,0.921276609,0.909256103,1.048471765,0.846062464,0.82866075,0.8046395,0.755680743,0.605679039,0.574307249
1023,2,1.054446739,0.934596848,0.514823547,0.339585304,0.407402158,0.650189209,0.703436838,0.699519745,0.664445643
1023,3,0.64049702,0.599042245,0.703105806,0.403297169,0.319022299,0.342136513,0.353646805,0.351303447,0.369071738
1024,1,0.009842804,0.007590429,0.017264757,0.018366245,0.01417438,0.010998971,0.013553665,0.014861747,0.014258536
1024,2,0.125183001,0.110276591,0.120456683,0.111011927,0.119043136,0.122095022,0.126797823,0.135674343,0.149971328
1025,1,0.176620138,0.212845951,0.252088684,0.232766462,0.208367684,0.225637022,0.245441265,0.258525708,0.233587938
1025,2,0.178290826,0.14805589,0.297821582,0.349719231,0.361552395,0.328988242,0.326825533,0.321045263,0.327022113
1025,3,0.198546226,0.145341725,0.178153832,0.190177674,0.195536449,0.203316444,0.227573794,0.287979896,0.31228749
1025,4,0.136040771,0.088459083,0.113127378,0.117426605,0.123385202,0.16251946,0.164719668,0.138450963,0.160609005
1026,1,1.106880064,0.943095525,1.050263786,1.096298084,1.061613847,1.000953628,1.033429324,0.783782753,0.718134529
1026,2,1.013568503,0.778669772,0.815976628,0.679734506,0.589524788,0.497454462,0.478632043,0.41347784,0.35606392
1026,3,0.613222296,0.550854783,0.986264583,1.029973355,0.799699481,0.611885207,0.5129729,0.420666266,0.371882014
1026,4,0.556283937,0.629849923,0.745501496,0.953305326,0.927434184,0.757659842,0.615149626,0.54754658,0.490296796
1027,1,0.210771757,0.197487374,0.190349522,0.207851156,0.192977659,0.171928484,0.159982875,0.137766329,0.145190403
1027,2,0.253020488,0.277316816,0.258400548,0.223266345,0.230921133,0.206257075,0.233849809,0.22947013,0.206626416
1027,3,0.218347588,0.174061271,0.240197679,0.216079344,0.203039472,0.184313035,0.184633231,0.1758148,0.179960006
1028,1,0.272044507,0.346926946,0.311718876,0.306516072,0.291394516,0.293758628,0.271069045,0.249806807,0.245852413
1028,2,0.246428623,0.29569138,0.253042553,0.207193752,0.20783345,0.226033401,0.229165122,0.227753393,0.212157096
1028,3,0.161158468,0.308896325,0.167034008,0.132807312,0.140719049,0.156230206,0.159854734,0.156248307,0.15072068
1028,4,0.186412496,0.277959004,0.226782025,0.184273316,0.179041441,0.199289543,0.206695141,0.198036822,0.190900144
1029,1,0.098266685,0.089443026,0.117207419,0.106559432,0.093462696,0.097127786,0.103995437,0.099426764,0.077879437
1029,2,0.094089455,0.108710937,0.135266576,0.159163791,0.171055278,0.13294855,0.131646611,0.12370884,0.105187912
1030,1,0.703654515,0.355309002,0.479393329,0.736350844,0.764090999,0.536232988,0.428684672,0.303705175,0.339511881
1030,2,0.642838723,0.495842154,1.201852431,1.232325198,1.104014289,0.954449818,0.828377168,0.761980176,0.719184213
1030,3,0.662159754,0.398520522,0.868763385,0.888901714,0.719758895,0.578206084,0.588413015,0.549893485,0.610389709
1031,1,0.033071817,0.048827617,0.045110947,0.038429367,0.04009863,0.051902127,0.053774041,0.051340048,0.051711367
1031,2,0.118707097,0.078809753,0.147287646,0.121857314,0.125720747,0.101584999,0.113787183,0.106934634,0.100075219
1031,3,0.182936998,0.089143822,0.215423607,0.227252834,0.235406993,0.25811763,0.287728808,0.304451898,0.303967426
1031,4,0.056908322,0.033936851,0.048225702,0.067850548,0.068951276,0.069774816,0.075574779,0.085473597,0.088629495
1032,1,0.097373303,0.080594729,0.066489187,0.065652481,0.055904828,0.064380808,0.07194227,0.061782442,0.067721718
1032,2,0.089240092,0.062321795,0.055761598,0.061693955,0.075767873,0.090257809,0.094990309,0.094687667,0.093390569
1032,3,0.16091382,0.083095353,0.202616716,0.209192735,0.204296964,0.21547563,0.195841875,0.185782108,0.172650678
1033,1,0.198724625,0.111595665,0.19209465,0.218640168,0.140948758,0.066401386,0.069802769,0.072200488,0.083590974
1033,2,0.044101717,0.042482596,0.021951977,0.028814902,0.040865623,0.049544926,0.055215693,0.049307401,0.051750584
1033,3,0.159401057,0.28088336,0.179285836,0.140382702,0.142291092,0.156752275,0.154498195,0.14810371,0.145954148
1033,4,0.161522708,0.111198384,0.109062188,0.115065776,0.117154834,0.126203001,0.14326611,0.12850392,0.134370259
1035,1,0.323540063,0.223459313,0.264475972,0.310428845,0.235746511,0.209251968,0.202063663,0.180283135,0.196417047
1035,2,0.192259252,0.236145915,0.209546986,0.246274489,0.237653016,0.20524978,0.181111736,0.16584534,0.158966122
1035,3,0.470176763,0.57356722,0.421901044,0.364217714,0.315596589,0.289726521,0.277583882,0.255122754,0.249107368
1035,4,0.191143591,0.233751439,0.269578388,0.248134977,0.204167573,0.140647293,0.122277215,0.089040459,0.089347334
1036,1,0.880845499,0.734055299,0.962873572,1.169367052,1.202487412,1.100869028,0.981222076,0.582074633,0.515265299
1036,2,0.670995424,0.148777183,0.255506453,0.392886394,0.460266171,0.371869209,0.347334968,0.335820024,0.336867135
1036,3,0.727843503,0.270214407,0.78594434,0.821847482,0.730320452,0.602802817,0.51753796,0.436568493,0.355094253
1037,1,0.518484452,0.841420719,0.672711053,0.494782008,0.599481285,0.754147827,0.633879082,0.50880831,0.467520484
1037,2,0.456298731,0.328651664,0.435097638,0.617699699,0.642276172,0.455518303,0.354505503,0.323273716,0.276987428
1037,3,0.234813152,0.161767651,0.515300762,0.49713194,0.496041589,0.468632775,0.374164858,0.311635538,0.257562152
1038,1,0.089412013,0.038533386,0.059772158,0.106066427,0.109351676,0.095325105,0.08457293,0.095408677,0.097950829
1038,2,0.033620048,0.010334643,0.087187775,0.152273744,0.183940444,0.211762099,0.208307374,0.196600454,0.205692655
1038,3,0.05688861,0.009743158,0.076693716,0.122113875,0.129144105,0.164872351,0.203124805,0.246837938,0.237401484
1039,1,1.56060847,0.538871351,0.787737174,1.928156575,1.55969111,1.322753851,1.872875051,1.599493575,1.498657309
1039,2,0.943809599,1.076342189,0.537990367,0.386522654,0.515838599,0.691677701,0.675137112,0.564969167,0.505265721
1039,3,1.023312429,0.314589279,0.181998617,0.252694118,0.571428897,0.803835076,0.789112729,0.740079827,0.858357044
1040,1,0.647610825,0.470990853,0.699003866,0.533412214,0.5810337,0.446167061,0.303087623,0.189996449,0.216673209
1040,2,6.775377118,6.139439686,6.067712357,8.059987703,6.054570364,7.767409891,7.683796953,8.488913209,9.115297155
1040,3,3.478627349,5.35376313,4.603122613,5.155978858,5.860443729,4.12921321,3.682040655,3.581801652,3.473739286
1041,1,0.145442846,0.181153298,0.167822855,0.167178759,0.172360524,0.18830039,0.185037397,0.206909862,0.217005142
1041,2,0.165700967,0.181965931,0.245088225,0.231944698,0.208181024,0.180912366,0.177964285,0.196264936,0.156105766
1041,3,0.091871258,0.074556152,0.121293435,0.12322462,0.117568074,0.106593067,0.108687628,0.110646024,0.101013189
1042,1,0.295480653,0.599748461,0.298778146,0.299041367,0.411332465,0.640141709,0.656822998,0.722803443,0.6522276
1042,2,0.309482657,0.216975875,0.743184187,0.712168523,0.584838363,0.502268743,0.448835347,0.448811949,0.412615697
1042,3,0.387084609,0.270652771,0.436499536,0.432363183,0.348591456,0.291890682,0.296066404,0.292438453,0.307455072
1042,4,0.26759803,0.215725978,0.193726086,0.194329472,0.171564309,0.200866382,0.186459273,0.18356145,0.174077482
1043,1,0.102396044,0.133033262,0.11685528,0.111895389,0.111695828,0.133872615,0.145206624,0.17240539,0.19925696
1043,2,0.17102696,0.120632057,0.194672567,0.191148055,0.211100402,0.207555781,0.216001759,0.199721289,0.19493574
1043,3,0.070788852,0.05400426,0.088154838,0.087231161,0.079697944,0.080886356,0.076892697,0.067261425,0.055931416
1043,4,0.048055632,0.042897801,0.056237734,0.058203636,0.057491648,0.053283246,0.057394337,0.052016481,0.050237011
1044,1,0.05335988,0.025207704,0.060290209,0.062656169,0.068290946,0.072409207,0.069460391,0.058846271,0.053254336
1044,2,0.133633536,0.054968682,0.083025707,0.131068605,0.153037061,0.187351632,0.185117135,0.20919283,0.225635343
1045,1,0.093837801,0.121926042,0.09742185,0.090997231,0.093152045,0.115155941,0.12915734,0.153407609,0.165503774
1045,2,0.178470281,0.130422633,0.122857045,0.15735687,0.156762768,0.179486247,0.184420193,0.176299055,0.172110048
1045,3,0.089401753,0.049448416,0.106898087,0.1122358,0.127003548,0.144706663,0.152186596,0.144233372,0.158838019
1046,1,0.228689578,0.26459411,0.302055042,0.27063916,0.284173839,0.371024839,0.352874598,0.26422261,0.220551604
1046,2,0.444021218,0.141785824,0.18667154,0.25503896,0.265508836,0.242467622,0.206573333,0.190827128,0.175247911
1046,3,0.598839967,0.347114888,0.375000441,0.294174952,0.327079078,0.411640005,0.50147041,0.503029258,0.478566585
1047,1,0.214964695,0.160194481,0.211567342,0.224113182,0.184681179,0.1438595,0.145065653,0.141703982,0.149190131
1047,2,0.137690233,0.24532859,0.056709483,0.046903282,0.05719917,0.082951423,0.120506106,0.131671217,0.130559826
1047,3,0.088192797,0.231320459,0.122141402,0.090960392,0.089241451,0.097035203,0.098667159,0.094438063,0.094667762
1047,4,0.100325317,0.270137778,0.236783448,0.176860263,0.164036862,0.214921164,0.248536904,0.26379676,0.264611145
1048,1,0.281354729,0.208409913,0.230967661,0.27094931,0.331743968,0.304295301,0.337602103,0.28048396,0.316612369
1048,2,0.141761632,0.124104791,0.086198429,0.066185414,0.070695587,0.093410821,0.098194964,0.082401558,0.075934857
1048,3,0.107911014,0.1296414,0.120484436,0.127380209,0.150675027,0.154194463,0.142790503,0.142226568,0.140712972
1049,1,0.08386485,0.052293158,0.109906787,0.097191265,0.079941901,0.074997142,0.101712955,0.131164487,0.153574947
1049,2,0.084567484,0.083846589,0.071083791,0.06569564,0.071555514,0.071271641,0.082913618,0.07330885,0.069134009
1049,3,0.086271554,0.077399507,0.102414966,0.119289392,0.124368643,0.134049903,0.136588698,0.141462794,0.142210644
1049,4,0.161665023,0.13063745,0.141316845,0.132636249,0.103988123,0.120998083,0.114987539,0.11600455,0.125782664
1050,1,0.099041389,0.082302724,0.085904276,0.089234146,0.082666476,0.059226144,0.04908753,0.050893283,0.059589687
1050,2,0.096965784,0.139494001,0.310487032,0.239727791,0.223630028,0.250964338,0.23740857,0.217145663,0.189197043
1050,3,0.24785583,0.095173366,0.216564469,0.252952742,0.273597209,0.294791954,0.279577636,0.249893641,0.226703551
1051,1,0.127465027,0.157096258,0.176228455,0.1687575,0.149505201,0.185211152,0.231376021,0.288251979,0.313770231
1051,2,0.475774018,0.142453934,0.275159443,0.252618642,0.22610353,0.219475624,0.207250298,0.191829843,0.19127666
1051,3,0.191245166,0.16109401,0.169384825,0.155415645,0.193631931,0.205264424,0.216105965,0.240740217,0.247923752
1052,1,0.161200569,0.14479817,0.141800777,0.130912897,0.113940618,0.134642373,0.146106522,0.153330113,0.156309755
1052,2,0.26069327,0.200947451,0.355686296,0.334985346,0.359398881,0.402635551,0.367974403,0.355681358,0.360332745
1052,3,0.151544623,0.178537714,0.161964519,0.154581528,0.154028033,0.145841877,0.13962946,0.13937489,0.139686797
1053,1,0.048017941,0.072716366,0.062931481,0.035116799,0.027235785,0.033269673,0.045798848,0.052320473,0.04494095
1053,2,0.014330302,0.009790025,0.017599193,0.014810399,0.01736712,0.021344834,0.020390978,0.021850552,0.0210728
1053,3,0.020506343,0.009124337,0.017929529,0.02214945,0.026791413,0.025520334,0.029182546,0.029359469,0.029847762
1054,1,0.205852229,0.175637339,0.208472947,0.207841613,0.180075044,0.178237839,0.17999072,0.153327017,0.160233929
1054,2,0.276215763,0.103447478,0.274052769,0.74847393,0.88559801,0.600527431,0.554418952,0.578035297,0.578526388
1054,3,0.14931925,0.073141466,0.125135261,0.14389822,0.162194127,0.162435306,0.152811493,0.155362006,0.160929821
1055,1,0.043296358,0.017812168,0.263140144,0.30833677,0.458062981,0.514320436,0.469896544,0.531311471,0.763767394
1055,2,0.605658354,0.023859526,0.095246816,0.427341702,0.53310447,0.483024074,0.428910765,0.310925603,0.200851539
1056,1,0.375914923,0.296945214,0.508528961,0.447877373,0.447241659,0.50762719,0.529984507,0.523638005,0.531279268
1056,2,0.246772432,0.208014464,0.307619855,0.354251162,0.3745381,0.373529506,0.34076991,0.330151497,0.330449405
1057,1,0.147430589,0.185088509,0.20099854,0.196893963,0.16345337,0.102768045,0.086289078,0.069309913,0.067666153
1057,2,0.139727323,0.158292336,0.07762033,0.065646922,0.07095235,0.086008929,0.110576414,0.116361572,0.101318928
1057,3,0.336310668,0.351322618,0.391397276,0.329461739,0.335688593,0.321854397,0.310040961,0.307589717,0.323247636
1058,1,0.105760529,0.110614138,0.124213832,0.126615282,0.118691613,0.09935234,0.097067363,0.08017961,0.066069349
1058,2,0.129619387,0.194128695,0.152977963,0.117885718,0.124639699,0.153855459,0.161571425,0.150250139,0.145591561
1058,3,0.088821165,0.112621949,0.085283798,0.113286795,0.1531045,0.14999296,0.151174227,0.149904588,0.135561232
1058,4,0.056577645,0.069285098,0.046505539,0.034864908,0.031217233,0.050259016,0.052768392,0.056903328,0.057720261
1059,1,0.052206837,0.084545446,0.065646984,0.048882808,0.05063562,0.071101549,0.072286206,0.078391336,0.083177893
1059,2,0.102260842,0.162976052,0.206819547,0.159599344,0.144581552,0.215300893,0.25532154,0.289054845,0.267048263
1059,3,0.101830805,0.125500672,0.098040498,0.097618174,0.120593326,0.131900586,0.144101221,0.141866242,0.151667387
1060,1,0.014100001,0.014499433,0.015605193,0.015543136,0.008902328,0.00750916,0.006016762,0.003154476,0.003820172
1060,2,1.267852236,1.509988893,0.914673689,0.416231929,0.517661744,0.82887962,1.197706121,1.209636513,0.872261227
1060,3,0.69285594,0.751190613,0.745054752,0.883393099,0.889482203,0.844396391,0.844072737,0.99211733,0.977350286
1061,1,0.042630881,0.051332679,0.05110951,0.045757769,0.045295274,0.049426447,0.057347141,0.056881776,0.061327944
1061,2,0.040185535,0.049896789,0.055989208,0.05662953,0.071358424,0.072093402,0.090758466,0.094627327,0.099427025
1061,3,0.139301967,0.038546982,0.158845467,0.152186725,0.12810107,0.107563544,0.098705802,0.088683786,0.081103011
1061,4,0.030304756,0.10825443,0.059508253,0.034999722,0.045331229,0.107556854,0.123108729,0.122492031,0.138535795
1062,1,0.035675766,0.576401198,0.257614622,0.057477834,0.033113899,0.210178304,0.27133707,0.243391379,0.238260494
1062,2,0.16292151,0.341491576,0.023338247,0.037210708,0.061835414,0.106691415,0.126678539,0.141578021,0.14789938
1062,3,0.153298737,0.846094046,0.017147698,0.041134715,0.127024858,0.146130975,0.143473886,0.1642301,0.178836908
